Region,City,Voting Center,Religion,Voters,Actual Voters,Discarded Votes,White Cards,Eligible Votes with White Cards
بعبدا,الغبيري بئر حسن ,ثانوية الغبيري الاولى للبنات - غرفة رقم 8,مسلم,624,243,14,5,229
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 1,شيعي,633,295,5,3,290
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 10,شيعي,625,348,12,3,336
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 11,شيعي,616,311,6,6,305
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 12,شيعي,634,302,18,3,284
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 13,شيعي,621,270,8,2,262
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 14,شيعي,656,308,2,1,306
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 2,شيعي,634,390,5,2,385
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 3,شيعي,625,349,5,2,344
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 4,شيعي,600,333,7,3,326
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 5,شيعي,611,316,9,0,307
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 6,شيعي,601,294,4,2,290
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 7,شيعي,642,327,27,1,300
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 8,شيعي,279,278,0,1,278
بعبدا,الغبيري بئر حسن ,مدرسة الشهيد عبد الكريم الخليل - غرفة رقم 9,شيعي,611,339,16,1,323
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 1,شيعي,637,342,7,2,335
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 10,شيعي,583,267,7,0,260
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 11,شيعي,552,242,5,5,237
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 12,شيعي,597,329,5,0,324
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 13,شيعي,583,246,3,2,243
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 14,شيعي,578,269,3,2,266
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 15,شيعي,566,286,5,0,281
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 2,شيعي,612,307,6,3,301
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 3,شيعي,616,295,4,4,291
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 4,شيعي,635,339,10,1,329
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 5,شيعي,652,312,9,3,303
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 6,شيعي,649,301,14,1,287
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 7,شيعي,662,309,7,0,302
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 8,شيعي,578,279,8,4,271
بعبدا,الغبيري حي الجامع ,مدرسة الغبيري الرسمية الثانية للبنات - غرفة رقم 9,شيعي,600,300,11,3,289
بعبدا,الفياضية ,صالون القديسة تريزيا - غرفة رقم 1,مسيحي,225,122,3,1,119
بعبدا,القريه ,متوسطة القرية الرسمية - غرفة رقم 1,درزي,423,215,2,1,213
بعبدا,القريه ,متوسطة القرية الرسمية - غرفة رقم 2,درزي,434,230,5,3,225
بعبدا,القصيبه ,دار البلدية - غرفة رقم 1,مسيحي,378,228,1,0,227
بعبدا,القصيبه ,دار البلدية - غرفة رقم 2,مسيحي,413,255,6,1,249
بعبدا,القلعه ,الخلية - غرفة رقم 1,درزي,477,234,2,5,232
بعبدا,الكنيسه ,صالون كنيسة مار انطونيوس - غرفة رقم 1,ماروني,286,115,0,3,115
بعبدا,اللويزه ,غرفة مجاورة لصالون كنيسة مار جرجس (اللويزة) - غرفة رقم 1,مسيحي,529,340,5,1,335
بعبدا,الليلكه ,مدرسة الليلكه الرسمية المختلطة - غرفة رقم 1,ماروني,564,288,4,1,284
بعبدا,الليلكه ,مدرسة الليلكه الرسمية المختلطة - غرفة رقم 2,ماروني,605,308,7,0,301
بعبدا,الليلكه ,مدرسة الليلكه الرسمية المختلطة - غرفة رقم 3,ماروني,574,255,1,1,254
بعبدا,المرداشة ,صالون كنيسة سيدة النجاة - غرفة رقم 1,ماروني,198,67,0,0,67
بعبدا,المريجه ,مدرسة الاخوة – شارع الرئيس اليافي - غرفة رقم 4,ماروني,514,219,2,0,217
بعبدا,المريجه ,مدرسة الاخوة – شارع الرئيس اليافي - غرفة رقم 5,ماروني,527,231,4,0,227
بعبدا,المريجه ,مدرسة الاخوة – شارع الرئيس اليافي - غرفة رقم 6,مسيحي,537,171,10,2,161
بعبدا,الهلالية ,المدرسة الرسمية - غرفة رقم 1,درزي,357,206,6,0,200
بعبدا,الهلالية ,المدرسة الرسمية - غرفة رقم 2,درزي,339,189,1,1,188
بعبدا,بتبيات ,الخلية - غرفة رقم 1,درزي,370,217,13,3,204
بعبدا,بتخنيه ,المدرسة الرسمية - غرفة رقم 1,درزي,470,172,0,0,172
بعبدا,بتخنيه ,المدرسة الرسمية - غرفة رقم 2,درزي,460,212,1,0,211
بعبدا,بتخنيه ,المدرسة الرسمية - غرفة رقم 3,درزي,470,193,0,1,193
بعبدا,برج البراجنة حي السنديان ,مدرسة برج البراجنة الرسمية الاولى المختلطة - غرفة رقم 1,شيعي,613,311,8,6,303
بعبدا,برج البراجنة حي السنديان ,مدرسة برج البراجنة الرسمية الاولى المختلطة - غرفة رقم 2,شيعي,609,332,13,4,319
بعبدا,برج البراجنة حي السنديان ,مدرسة برج البراجنة الرسمية الاولى المختلطة - غرفة رقم 3,شيعي,578,314,18,8,296
بعبدا,برج البراجنة حي السنديان ,مدرسة برج البراجنة الرسمية الاولى المختلطة - غرفة رقم 4,شيعي,640,320,11,5,309
بعبدا,برج البراجنة حي السنديان ,مدرسة برج البراجنة الرسمية الاولى المختلطة - غرفة رقم 5,شيعي,590,289,0,0,289
بعبدا,برج البراجنة حي السنديان ,مدرسة برج البراجنة الرسمية الاولى المختلطة - غرفة رقم 6,شيعي,603,332,2,1,330
بعبدا,برج البراجنة حي السنديان ,مدرسة برج البراجنة الرسمية الاولى المختلطة - غرفة رقم 7,مسلم,630,337,3,4,334
بعبدا,برج البراجنة حي السياد ,التكميلية الثالثـــة المختلطـــة السياد - غرفة رقم 1,سني,612,226,3,9,223
بعبدا,برج البراجنة حي السياد ,التكميلية الثالثـــة المختلطـــة السياد - غرفة رقم 2,شيعي,586,395,14,4,381
بعبدا,برج البراجنة حي السياد ,التكميلية الثالثـــة المختلطـــة السياد - غرفة رقم 3,شيعي,561,333,6,9,327
بعبدا,برج البراجنة حي السياد ,التكميلية الثالثـــة المختلطـــة السياد - غرفة رقم 4,شيعي,598,323,15,4,308
بعبدا,برج البراجنة حي السياد ,التكميلية الثالثـــة المختلطـــة السياد - غرفة رقم 5,شيعي,606,364,0,0,364
بعبدا,برج البراجنة حي السياد ,التكميلية الثالثـــة المختلطـــة السياد - غرفة رقم 6,شيعي,602,329,6,2,323
بعبدا,برج البراجنة حي السياد ,التكميلية الثالثـــة المختلطـــة السياد - غرفة رقم 7,مختلف,671,302,3,4,299
بعبدا,برج البراجنة حي السياد ,التكميلية الثالثـــة المختلطـــة السياد - غرفة رقم 8,شيعي,571,364,13,2,351
بعبدا,برج البراجنة حي السياد ,المدرسة الرسمية الاولى للصبيان الرمل - غرفة رقم 1,شيعي,609,339,1,3,338
بعبدا,برج البراجنة حي السياد ,المدرسة الرسمية الاولى للصبيان الرمل - غرفة رقم 2,شيعي,591,335,3,4,332
بعبدا,برج البراجنة حي السياد ,المدرسة الرسمية الاولى للصبيان الرمل - غرفة رقم 3,شيعي,588,330,4,4,326
بعبدا,برج البراجنة حي السياد ,المدرسة الرسمية الاولى للصبيان الرمل - غرفة رقم 4,شيعي,638,373,6,1,367
بعبدا,برج البراجنة حي السياد ,المدرسة الرسمية الاولى للصبيان الرمل - غرفة رقم 5,شيعي,671,344,5,1,339
بعبدا,برج البراجنة حي المنشية ,مدرسة برج البراجنة الرسمية الخامسة المختلطة - غرفة رقم 1,مسلم,553,181,10,0,171
بعبدا,برج البراجنة حي المنشية ,مدرسة برج البراجنة الرسمية الخامسة المختلطة - غرفة رقم 2,شيعي,620,324,7,3,317
بعبدا,برج البراجنة حي المنشية ,مدرسة برج البراجنة الرسمية الخامسة المختلطة - غرفة رقم 3,شيعي,621,365,7,3,358
بعبدا,برج البراجنة حي المنشية ,مدرسة برج البراجنة الرسمية الخامسة المختلطة - غرفة رقم 4,شيعي,565,285,12,2,273
بعبدا,برج البراجنة حي المنشية ,مدرسة برج البراجنة الرسمية الخامسة المختلطة - غرفة رقم 5,شيعي,639,332,12,2,320
بعبدا,برج البراجنة حي المنشية ,مدرسة برج البراجنة الرسمية الخامسة المختلطة - غرفة رقم 6,شيعي,605,318,6,4,312
بعبدا,برج البراجنة حي المنشية ,مدرسة برج البراجنة الرسمية الخامسة المختلطة - غرفة رقم 7,شيعي,619,325,10,7,315
بعبدا,برج البراجنة حي المنشية ,مدرسة برج البراجنة الرسمية الخامسة المختلطة - غرفة رقم 8,شيعي,600,268,10,1,258
بعبدا,برج البراجنة حي المنشية ,مدرسة برج البراجنة الرسمية الخامسة المختلطة - غرفة رقم 9,شيعي,616,318,5,1,313
بعبدا,بزبدين ,المدرسة الرسمية - غرفة رقم 1,ماروني,582,295,0,1,295
بعبدا,بزبدين ,المدرسة الرسمية - غرفة رقم 2,مختلف,618,300,3,3,297
بعبدا,بزبدين ,مركز البلدية - غرفة رقم 1,ماروني,599,327,4,1,323
بعبدا,بزبدين ,مركز البلدية - غرفة رقم 2,مختلف,565,261,6,1,255
بعبدا,بسابا ,دار البلدية - غرفة رقم 1,مسيحي,525,358,0,2,358
بعبدا,بطشيه ,صالون كنيسة بشارة السيدة للروم الارثوذكس - غرفة رقم 1,مسيحي,270,125,0,0,125
بعبدا,بعبدا ,مدرسة بعبدا الرسمية للبنات - غرفة رقم 1,ماروني,553,281,22,0,259
بعبدا,بعبدا ,مدرسة بعبدا الرسمية للبنات - غرفة رقم 2,ماروني,565,258,5,1,253
بعبدا,بعبدا ,مدرسة بعبدا الرسمية للبنات - غرفة رقم 3,ماروني,592,239,1,0,238
بعبدا,بعبدا ,مدرسة بعبدا الرسمية للبنات - غرفة رقم 4,ماروني,541,246,4,0,242
بعبدا,بعبدا ,مدرسة بعبدا الرسمية للبنات - غرفة رقم 5,ماروني,568,269,2,4,267
بعبدا,بعبدا ,مدرسة بعبدا الرسمية للبنات - غرفة رقم 6,مسيحي,518,252,4,1,248
بعبدا,بعبدا ,مدرسة بعبدا الرسمية للبنات - غرفة رقم 7,مختلف,630,168,7,4,161
بعبدا,بعبدا ,مدرسة بعبدا الرسمية للبنات - غرفة رقم 8,مختلف,588,166,3,4,163
بعبدا,بعبدا ,مدرسة بعبدا الرسمية للبنات - غرفة رقم 9,مسيحي,577,226,3,0,223
بعبدا,بعبدا موظفون ,سراي بعبدا - غرفة رقم 1,مختلف,339,293,1,6,292
