Region,City,Voting Center,Religion,Voters,Actual Voters,Discarded Votes,White Cards,Eligible Votes with White Cards
الهرمل,الشواغير التحتا ,المدرسة الرسمية - غرفة رقم 1,شيعي,569,341,7,2,334
الهرمل,الشواغير التحتا ,المدرسة الرسمية - غرفة رقم 2,شيعي,627,406,8,0,398
الهرمل,الشواغير التحتا ,المدرسة الرسمية - غرفة رقم 3,مختلف,443,225,2,0,223
الهرمل,الشواغير التحتا ,المدرسة الرسمية - غرفة رقم 4,مختلف,446,137,9,4,128
الهرمل,الشواغير الفوقا ,دار المعلمين والمعلمات - غرفة رقم 1,شيعي,643,400,15,3,385
الهرمل,القرينة ,مدرسة الشواغير الرسمية - غرفة رقم 5,شيعي,76,55,0,0,55
الهرمل,القصر ,المدرسة الرسمية - غرفة رقم 1,شيعي,643,383,3,0,380
الهرمل,القصر ,المدرسة الرسمية - غرفة رقم 2,شيعي,684,434,1,3,433
الهرمل,القصر ,المدرسة الرسمية - غرفة رقم 3,شيعي,670,417,13,1,404
الهرمل,القصر ,المدرسة الرسمية - غرفة رقم 4,شيعي,661,399,3,0,396
الهرمل,القصر ,المدرسة الرسمية - غرفة رقم 5,شيعي,675,412,0,1,412
الهرمل,القصر ,مدرسة القصر الفنية (المهنية) - غرفة رقم 1,مختلف,744,347,9,2,338
الهرمل,القصر ,مدرسة القصر الفنية (المهنية) - غرفة رقم 2,شيعي,653,413,11,0,402
الهرمل,القصر ,مدرسة القصر الفنية (المهنية) - غرفة رقم 3,شيعي,696,447,9,2,438
الهرمل,القصر ,مدرسة القصر الفنية (المهنية) - غرفة رقم 4,شيعي,690,409,7,1,402
الهرمل,القصر ,مدرسة القصر الفنية (المهنية) - غرفة رقم 5,شيعي,664,379,6,0,373
الهرمل,القصر ,مدرسة القصر الفنية (المهنية) - غرفة رقم 6,شيعي,682,382,19,2,363
الهرمل,القصر ,مدرسة القصر الفنية (المهنية) - غرفة رقم 7,مختلف,709,363,18,3,345
الهرمل,الكواخ ,المدرسة الرسمية - غرفة رقم 1,شيعي,509,344,3,0,341
الهرمل,الكواخ ,المدرسة الرسمية - غرفة رقم 2,شيعي,480,319,5,1,314
الهرمل,الكواخ ,المدرسة الرسمية - غرفة رقم 3,شيعي,517,359,2,1,357
الهرمل,الكواخ ,المدرسة الرسمية - غرفة رقم 4,شيعي,495,327,0,0,327
الهرمل,المعاصر ,ثانوية الهرمل النموذجية - غرفة رقم 6,شيعي,274,195,2,0,193
الهرمل,المعيصرة ,ثانوية الهرمل النموذجية - غرفة رقم 7,مسلم,131,64,0,0,64
الهرمل,الهرمل حي الحارة ,ثانوية الهرمل الرسمية - غرفة رقم 1,شيعي,628,370,3,3,367
الهرمل,الهرمل حي الحارة ,ثانوية الهرمل الرسمية - غرفة رقم 2,شيعي,635,365,1,1,364
الهرمل,الهرمل حي الحارة ,ثانوية الهرمل الرسمية - غرفة رقم 3,شيعي,633,372,15,1,357
الهرمل,الهرمل حي الحارة ,ثانوية الهرمل الرسمية - غرفة رقم 4,شيعي,634,414,5,1,409
الهرمل,الهرمل حي الحارة ,ثانوية الهرمل الرسمية - غرفة رقم 5,شيعي,642,379,5,3,374
الهرمل,الهرمل حي الحارة ,ثانوية الهرمل الرسمية - غرفة رقم 6,شيعي,636,377,6,1,371
الهرمل,الهرمل حي الحارة ,ثانوية الهرمل الرسمية - غرفة رقم 7,مسلم,638,371,1,1,370
الهرمل,الهرمل حي الحارة ,مدرسة الهرمل الفنية العالية - غرفة رقم 1,شيعي,635,392,8,0,384
الهرمل,الهرمل حي الحارة ,مدرسة الهرمل الفنية العالية - غرفة رقم 2,شيعي,640,354,4,0,350
الهرمل,الهرمل حي الحارة ,مدرسة الهرمل الفنية العالية - غرفة رقم 3,شيعي,628,380,10,1,370
الهرمل,الهرمل حي الحارة ,مدرسة الهرمل الفنية العالية - غرفة رقم 4,شيعي,648,423,5,0,418
الهرمل,الهرمل حي الحارة ,مدرسة الهرمل الفنية العالية - غرفة رقم 5,شيعي,625,386,2,1,384
الهرمل,الهرمل حي الحارة ,مدرسة الهرمل الفنية العالية - غرفة رقم 6,شيعي,643,367,15,0,352
الهرمل,الهرمل حي الحارة ,مدرسة الهرمل الفنية العالية - غرفة رقم 7,شيعي,605,368,4,1,364
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية - غرفة رقم 1,شيعي,637,388,6,0,382
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية - غرفة رقم 2,شيعي,659,366,9,0,357
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية - غرفة رقم 3,شيعي,657,372,4,0,368
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية - غرفة رقم 4,شيعي,634,363,9,3,354
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية - غرفة رقم 5,مختلف,614,328,2,1,326
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية الأولى - غرفة رقم 1,شيعي,688,415,16,0,399
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية الأولى - غرفة رقم 2,شيعي,654,367,13,2,354
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية الأولى - غرفة رقم 3,شيعي,688,399,0,4,399
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية الأولى - غرفة رقم 4,شيعي,652,412,8,2,404
الهرمل,الهرمل حي الوقف ,متوسطة الهرمل الرسمية الأولى - غرفة رقم 5,شيعي,685,390,4,1,386
الهرمل,الهرمل حي بديتا ,متوسطة الهرمل الرسمية الثانية - غرفة رقم 1,شيعي,675,328,14,1,314
الهرمل,الهرمل حي بديتا ,متوسطة الهرمل الرسمية الثانية - غرفة رقم 2,شيعي,656,362,0,0,362
الهرمل,الهرمل حي بديتا ,متوسطة الهرمل الرسمية الثانية - غرفة رقم 3,شيعي,660,390,4,0,386
الهرمل,الهرمل حي بديتا ,متوسطة الهرمل الرسمية الثانية - غرفة رقم 4,شيعي,631,384,13,2,371
الهرمل,الهرمل حي بديتا ,متوسطة الهرمل الرسمية الثانية - غرفة رقم 5,شيعي,650,404,4,0,400
الهرمل,الهرمل حي بديتا ,متوسطة الهرمل الرسمية الثانية - غرفة رقم 6,مسلم,506,315,5,1,310
الهرمل,الهرمل حي بديتا ,مدرسة مهنية الهرمل النموذجية - غرفة رقم 1,شيعي,658,351,3,2,348
الهرمل,الهرمل حي بديتا ,مدرسة مهنية الهرمل النموذجية - غرفة رقم 2,شيعي,642,396,2,0,394
الهرمل,الهرمل حي بديتا ,مدرسة مهنية الهرمل النموذجية - غرفة رقم 3,شيعي,675,427,4,0,423
الهرمل,الهرمل حي بديتا ,مدرسة مهنية الهرمل النموذجية - غرفة رقم 4,شيعي,673,392,14,1,378
الهرمل,بريصا ,المدرسة الرسمية - غرفة رقم 1,شيعي,344,270,1,0,269
الهرمل,جوار الحشيش ,المدرسة الرسمية - غرفة رقم 1,شيعي,658,404,5,3,399
الهرمل,جوار الحشيش ,المدرسة الرسمية - غرفة رقم 2,شيعي,671,421,0,1,421
الهرمل,حميره ,المدرسة الرسمية - غرفة رقم 1,شيعي,564,283,4,0,279
الهرمل,حوش السيد علي ,المدرسة الرسمية - غرفة رقم 1,مختلف,351,222,5,1,217
الهرمل,سهلات الماء ,مدرسة حوش السيد علي الرسمية - غرفة رقم 2,مسلم,281,183,2,2,181
الهرمل,فيسان ,مدرسة فيسان الرسمية - غرفة رقم 2,شيعي,701,481,3,2,478
الهرمل,قنافذ ,المدرسة الرسمية - غرفة رقم 1,شيعي,124,71,0,0,71
الهرمل,مراح العين ,المدرسة الرسمية - غرفة رقم 1,شيعي,269,207,2,1,205
الهرمل,مزرعة الفقيه ,ثانوية الهرمل النموذجية - غرفة رقم 5,شيعي,102,65,2,1,63
الهرمل,مزرعة بيت الطشم ,المدرسة الرسمية - غرفة رقم 1,مسلم,265,184,3,2,181
الهرمل,مزرعة سجد ,المدرسة الرسمية - غرفة رقم 1,شيعي,459,319,3,1,316
الهرمل,وادي التركمان ,مدرسة وادي التركمان - غرفة رقم 1,شيعي,495,247,0,4,247
الهرمل,وادي التركمان ,مدرسة وادي التركمان - غرفة رقم 2,شيعي,503,255,8,0,247
الهرمل,وادي التركمان ,مدرسة وادي التركمان - غرفة رقم 3,شيعي,533,324,3,0,321
الهرمل,وادي الرطل ,المدرسة الرسمية - غرفة رقم 1,مختلف,435,228,5,1,223
الهرمل,وادي الرطل ,المدرسة الرسمية - غرفة رقم 2,مختلف,482,240,4,1,236
الهرمل,وادي العس ,ثانوية الهرمل النموذجية - غرفة رقم 1,مسلم,45,15,0,0,15
الهرمل,وادي الكرم ,ثانوية الهرمل النموذجية - غرفة رقم 2,شيعي,631,435,16,2,419
الهرمل,وادي الكرم ,ثانوية الهرمل النموذجية - غرفة رقم 3,شيعي,673,434,8,0,426
الهرمل,وادي النيرة ,القسم المستأجر من مدرسة زبود الرسمية - غرفة رقم 1,شيعي,406,233,0,2,233
الهرمل,وادي بنيت ,ثانوية الهرمل النموذجية - غرفة رقم 4,شيعي,472,291,5,1,286
بشري,الديمان ,نادي الاتحاد الديماني - غرفة رقم 1,ماروني,455,115,2,1,113
بشري,الديمان ,نادي الاتحاد الديماني - غرفة رقم 2,ماروني,443,118,0,0,118
بشري,الديمان ,نادي الاتحاد الديماني - غرفة رقم 3,ماروني,418,78,0,0,78
بشري,المغر وبلا ,بيت الرعية في بلا - غرفة رقم 1,ماروني,454,234,3,3,231
بشري,بان ,دار البلدية - غرفة رقم 1,ماروني,608,106,3,0,103
بشري,بان ,دار البلدية - غرفة رقم 2,ماروني,618,128,4,1,124
بشري,بان ,دار البلدية - غرفة رقم 3,ماروني,613,59,1,0,58
بشري,برحليون ,دار البلدية - غرفة رقم 1,ماروني,655,263,1,1,262
بشري,برحليون ,دار البلدية - غرفة رقم 2,ماروني,619,290,8,2,282
بشري,بريسات ,بهو الكنيسة - غرفة رقم 1,ماروني,354,129,5,1,124
بشري,بزعون ,دار البلدية - غرفة رقم 1,ماروني,514,242,2,0,240
بشري,بزعون ,دار البلدية - غرفة رقم 2,ماروني,504,228,0,0,228
بشري,بزعون ,دار البلدية - غرفة رقم 3,ماروني,519,273,4,2,269
بشري,بزعون ,دار البلدية - غرفة رقم 4,ماروني,511,267,1,2,266
بشري,بزعون ,دار البلدية - غرفة رقم 5,ماروني,457,48,0,1,48
بشري,بشري حي السيدة ,دار المعلمين - غرفة رقم 1,ماروني,552,259,3,0,256
بشري,بشري حي السيدة ,دار المعلمين - غرفة رقم 2,ماروني,539,278,3,3,275
بشري,بشري حي السيدة ,دار المعلمين - غرفة رقم 3,ماروني,516,212,3,1,209
بشري,بشري حي السيدة ,مدرسة البنات الرسمية - غرفة رقم 1,مسيحي,538,219,2,0,217
بشري,بشري حي السيدة ,مدرسة بشري الفنية الرسمية - غرفة رقم 1,ماروني,565,290,0,2,290
بشري,بشري حي السيدة ,مدرسة بشري الفنية الرسمية - غرفة رقم 2,ماروني,536,190,0,1,190
بشري,بشري حي السيدة ,مدرسة بشري الفنية الرسمية - غرفة رقم 3,ماروني,561,287,7,2,280
بشري,بشري حي السيدة ,مركز الخدمات الإنمائية الشاملة - غرفة رقم 1,ماروني,567,318,12,2,306
بشري,بشري حي السيدة ,مركز الخدمات الإنمائية الشاملة - غرفة رقم 2,ماروني,552,249,4,1,245
بشري,بشري حي السيدة ,مركز الخدمات الإنمائية الشاملة - غرفة رقم 3,ماروني,549,330,1,2,329
بشري,بشري حي السيدة ,مركز الخدمات الإنمائية الشاملة - غرفة رقم 4,ماروني,538,217,4,1,213
بشري,بشري حي المقدمين ,مركز البريد - غرفة رقم 1,ماروني,331,104,0,3,104
بشري,بشري حي المقدمين ,مركز البريد - غرفة رقم 2,ماروني,349,116,3,3,113
بشري,بشري حي مار سابا ,مدرسة الراهبات للعائلة المقدسة - غرفة رقم 1,ماروني,542,262,1,6,261
بشري,بشري حي مار سابا ,مدرسة الراهبات للعائلة المقدسة - غرفة رقم 2,ماروني,528,235,3,4,232
بشري,بشري حي مار سابا ,مدرسة الراهبات للعائلة المقدسة - غرفة رقم 3,ماروني,539,232,3,0,229
بشري,بشري حي مار سابا ,مدرسة الراهبات للعائلة المقدسة - غرفة رقم 4,ماروني,547,277,5,5,272
بشري,بشري حي مار سابا ,مدرسة الراهبات للعائلة المقدسة - غرفة رقم 5,ماروني,524,234,2,0,232
بشري,بشري حي مار سابا ,مدرسة الراهبات للعائلة المقدسة - غرفة رقم 6,ماروني,582,245,5,4,240
بشري,بشري حي مار سابا ,مدرسة الراهبات للعائلة المقدسة - غرفة رقم 7,ماروني,494,186,5,2,181
بشري,بشري حي مار سابا ,مدرسة الراهبات للعائلة المقدسة - غرفة رقم 8,ماروني,492,168,0,2,168
بشري,بشري حي مار يوحنا ,ثانوية بشري - غرفة رقم 1,ماروني,463,195,2,0,193
بشري,بشري حي مار يوحنا ,ثانوية بشري - غرفة رقم 2,ماروني,449,175,0,0,175
بشري,بشري حي مار يوحنا ,مدرسة البنات الرسمية - غرفة رقم 2,ماروني,433,174,1,2,173
بشري,بشري حي مار يوحنا ,مدرسة البنات الرسمية - غرفة رقم 3,ماروني,420,126,2,0,124
بشري,بشري حي مار يوحنا ,مدرسة البنات الرسمية - غرفة رقم 4,ماروني,479,193,0,1,193
بشري,بشري حي مار يوحنا ,مدرسة البنات الرسمية - غرفة رقم 5,ماروني,440,171,3,2,168
بشري,بشري حي مار يوحنا ,مدرسة البنات الرسمية - غرفة رقم 6,ماروني,456,185,0,1,185
بشري,بشري حي مار يوحنا ,مدرسة البنات الرسمية - غرفة رقم 7,ماروني,428,136,0,0,136
بشري,بشري موظفون ,سراي بشري - غرفة رقم 1,مختلف,84,74,0,0,74
بشري,بقاعكفرا ,مركز البلدية الجديد - غرفة رقم 1,ماروني,562,307,0,6,307
بشري,بقاعكفرا ,مركز البلدية الجديد - غرفة رقم 2,ماروني,550,342,7,3,335
بشري,بقاعكفرا ,مركز البلدية الجديد - غرفة رقم 3,ماروني,529,226,2,3,224
بشري,بقاعكفرا ,مركز البلدية الجديد - غرفة رقم 4,ماروني,554,331,1,5,330
بشري,بقاعكفرا ,مركز البلدية الجديد - غرفة رقم 5,ماروني,546,313,3,9,310
بشري,بقاعكفرا ,مركز البلدية الجديد - غرفة رقم 6,ماروني,503,243,4,2,239
بشري,بقرقاشا ,مركز بلدية بقرقاشا - غرفة رقم 1,ماروني,587,223,1,0,222
بشري,بقرقاشا ,مركز بلدية بقرقاشا - غرفة رقم 2,ماروني,581,289,14,3,275
بشري,بقرقاشا ,مركز بلدية بقرقاشا - غرفة رقم 3,ماروني,600,223,1,0,222
بشري,بقرقاشا ,مركز بلدية بقرقاشا - غرفة رقم 4,ماروني,588,344,7,3,337
بشري,بقرقاشا ,مركز بلدية بقرقاشا - غرفة رقم 5,ماروني,576,253,0,0,253
بشري,بلوزا ,مدرسة الراهبات - غرفة رقم 1,ماروني,588,82,0,0,82
بشري,بلوزا ,مدرسة الراهبات - غرفة رقم 2,ماروني,595,105,2,1,103
بشري,بلوزا ,مدرسة الراهبات - غرفة رقم 3,ماروني,573,140,5,0,135
بشري,بيت منذر ,مقر النادي - غرفة رقم 1,ماروني,428,163,3,4,160
بشري,حدث الجبه ,دار البلدية - غرفة رقم 1,ماروني,486,121,1,0,120
بشري,حدث الجبه ,دار البلدية - غرفة رقم 2,مسيحي,469,109,0,0,109
بشري,حدث الجبه ,دار البلدية - غرفة رقم 3,ماروني,439,55,0,0,55
بشري,حدث الجبه ,مدرسة الراهبات - غرفة رقم 1,ماروني,489,127,1,0,126
بشري,حدث الجبه ,مدرسة الراهبات - غرفة رقم 2,ماروني,484,141,0,0,141
بشري,حدشيت ,المدرسة الرسمية - غرفة رقم 1,ماروني,562,191,2,3,189
بشري,حدشيت ,المدرسة الرسمية - غرفة رقم 2,ماروني,562,205,3,1,202
بشري,حدشيت ,المدرسة الرسمية - غرفة رقم 3,ماروني,584,187,3,1,184
بشري,حدشيت ,المدرسة الرسمية - غرفة رقم 4,ماروني,572,182,1,1,181
بشري,حدشيت ,المدرسة الرسمية - غرفة رقم 5,ماروني,555,195,0,2,195
بشري,حدشيت ,المدرسة الرسمية - غرفة رقم 6,ماروني,576,218,1,2,217
بشري,حدشيت ,مدرسة الراهبات - غرفة رقم 1,ماروني,564,231,6,1,225
بشري,حدشيت ,مدرسة الراهبات - غرفة رقم 2,ماروني,570,237,0,2,237
بشري,حدشيت ,مدرسة الراهبات - غرفة رقم 3,ماروني,581,231,1,1,230
بشري,حدشيت ,مدرسة الراهبات - غرفة رقم 4,ماروني,538,228,3,1,225
بشري,حصرون ,المدرسة الرسمية للصبيان - غرفة رقم 1,ماروني,504,210,1,0,209
بشري,حصرون ,المدرسة الرسمية للصبيان - غرفة رقم 2,ماروني,514,207,3,0,204
بشري,حصرون ,المدرسة الرسمية للصبيان - غرفة رقم 3,ماروني,532,255,3,2,252
بشري,حصرون ,المدرسة الرسمية للصبيان - غرفة رقم 4,ماروني,478,88,1,0,87
بشري,حصرون ,المدرسة الرسمية للصبيان - غرفة رقم 5,ماروني,508,236,4,2,232
بشري,حصرون ,المدرسة الرسمية للصبيان - غرفة رقم 6,ماروني,515,229,6,1,223
بشري,حصرون ,دار البلدية - غرفة رقم 1,ماروني,521,260,2,5,258
بشري,حصرون ,دار البلدية - غرفة رقم 2,ماروني,479,88,0,1,88
بشري,دول إقليمية,دول إقليمية,مختلف,1542,1043,20,1,1023
بشري,طورزا ,المدرسة الرسمية - غرفة رقم 1,ماروني,582,74,0,1,74
بشري,طورزا ,المدرسة الرسمية - غرفة رقم 2,ماروني,577,74,1,0,73
بشري,طورزا ,مدرسة الراهبات - غرفة رقم 1,ماروني,559,83,3,0,80
بشري,طورزا ,مدرسة الراهبات - غرفة رقم 2,ماروني,557,79,2,1,77
بشري,عبدين ,مدرسة راهبات الوردية - غرفة رقم 1,ماروني,495,263,5,3,258
بشري,عبدين ,مدرسة راهبات الوردية - غرفة رقم 2,ماروني,483,294,2,2,292
بشري,قنات ,مركز نادي الانعاش الاجتماعي _ دير مار مخايل ) - غرفة رقم 1,ماروني,502,199,0,1,199
بشري,قنات ,مركز نادي الانعاش الاجتماعي _ دير مار مخايل ) - غرفة رقم 2,ماروني,503,203,3,2,200
بشري,قنات ,مركز نادي الانعاش الاجتماعي _ دير مار مخايل ) - غرفة رقم 3,ماروني,504,207,4,1,203
بشري,قنيور ,قاعة الكنيسة - غرفة رقم 1,ماروني,164,38,0,0,38
بشري,مزرعة بني صعب ,المدرسة الرسمية - غرفة رقم 1,ماروني,443,174,1,1,173
بشري,مزرعة عساف ,بيت جاهز في كنيسة الروم الارثوذكس - غرفة رقم 1,مسيحي,337,122,1,0,121
بشري,وادي قنوبين ,معمل كهرباء قديشا - غرفة رقم 1,ماروني,553,109,0,0,109
بشري,وادي قنوبين ,معمل كهرباء قديشا - غرفة رقم 2,ماروني,522,120,2,1,118
بعبدا,ارصون ,مركز البلدية - غرفة رقم 1,مختلف,437,205,0,2,205
بعبدا,ارصون ,مركز البلدية - غرفة رقم 2,مختلف,405,203,1,2,202
بعبدا,الحازميه ,مدرسة الاليزيه - غرفة رقم 1,ماروني,552,315,8,0,307
بعبدا,الحازميه ,مدرسة الاليزيه - غرفة رقم 2,مسيحي,548,252,1,2,251
بعبدا,الحازميه ,مدرسة الاليزيه - غرفة رقم 3,ماروني,575,318,6,2,312
بعبدا,الحازميه ,مدرسة الاليزيه - غرفة رقم 4,مسيحي,546,278,6,3,272
بعبدا,الحازميه ,مدرسة الاليزيه - غرفة رقم 5,مسيحي,535,181,3,0,178
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 1,ماروني,573,327,4,0,323
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 10,مسيحي,606,204,6,2,198
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 2,ماروني,591,329,2,1,327
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 3,ماروني,614,330,5,0,325
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 4,مختلف,565,192,7,1,185
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 5,ماروني,572,318,8,1,310
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 6,ماروني,572,302,9,4,293
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 7,ماروني,602,321,1,3,320
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 8,مسيحي,594,207,2,1,205
بعبدا,الحدث شمالي ,مدرسة راهبات القلبين الاقدسين في الحدث - غرفة رقم 9,مسيحي,597,193,0,1,193
بعبدا,الحدث قبلي ,مدرسة الاخوة الوطنية مقابل الريجي - غرفة رقم 1,ماروني,562,303,0,3,303
بعبدا,الحدث قبلي ,مدرسة الاخوة الوطنية مقابل الريجي - غرفة رقم 2,ماروني,590,265,4,1,261
بعبدا,الحدث قبلي ,مدرسة الاخوة الوطنية مقابل الريجي - غرفة رقم 3,مسيحي,519,209,3,0,206
بعبدا,الحدث قبلي ,مدرسة الاخوة الوطنية مقابل الريجي - غرفة رقم 4,ماروني,552,296,6,4,290
بعبدا,الحدث قبلي ,مدرسة الاخوة الوطنية مقابل الريجي - غرفة رقم 5,مسيحي,570,197,0,2,197
بعبدا,الحدث قبلي ,مدرسة الاخوة الوطنية مقابل الريجي - غرفة رقم 6,ماروني,549,261,0,2,261
بعبدا,الحدث قبلي ,مدرسة الاخوة الوطنية مقابل الريجي - غرفة رقم 7,مختلف,524,147,6,1,141
بعبدا,الحدث قبلي ,مدرسة الاخوة الوطنية مقابل الريجي - غرفة رقم 8,مختلف,553,156,2,0,154
بعبدا,الخريبه ,المدرسة الرسمية - غرفة رقم 1,درزي,615,393,4,2,389
بعبدا,الخلوات ,مدرسة خلوات فالوغا الرسمية - غرفة رقم 1,درزي,518,303,3,4,300
بعبدا,الدليبه ,وقف كنيسة السيدة - غرفة رقم 1,ماروني,333,190,3,2,187
بعبدا,الشبانيه ,المدرسة الرسمية - غرفة رقم 1,ماروني,478,245,7,0,238
بعبدا,الشبانيه ,المدرسة الرسمية - غرفة رقم 2,ماروني,472,248,14,0,234
بعبدا,الشبانيه ,المدرسة الرسمية - غرفة رقم 3,ماروني,425,185,0,2,185
بعبدا,الشبانيه ,المدرسة الرسمية - غرفة رقم 4,درزي,501,316,3,1,313
بعبدا,الشياح بئر العبد ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 6,ماروني,475,189,12,4,177
بعبدا,الشياح بئر العبد ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 7,مسيحي,436,149,5,0,144
بعبدا,الشياح بئر العبد ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 8,ماروني,479,196,5,0,191
بعبدا,الشياح بئر العبد ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 9,مسيحي,472,184,8,0,176
بعبدا,الشياح حي الكنيسة ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 1,ماروني,530,271,4,3,267
بعبدا,الشياح حي الكنيسة ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 2,ماروني,532,164,1,0,163
بعبدا,الشياح حي الكنيسة ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 3,ماروني,513,248,13,2,235
بعبدا,الشياح حي الكنيسة ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 4,مسيحي,520,237,3,1,234
بعبدا,الشياح حي الكنيسة ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 5,مسيحي,487,69,0,0,69
بعبدا,الشياح حي كرم الزيتون ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 10,ماروني,582,333,8,2,325
بعبدا,الشياح حي كرم الزيتون ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 11,ماروني,574,293,5,2,288
بعبدا,الشياح حي كرم الزيتون ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 12,مسيحي,569,243,10,1,233
بعبدا,الشياح حي كرم الزيتون ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 13,ماروني,581,315,5,1,310
بعبدا,الشياح حي كرم الزيتون ,ثانوية الشياح الرسمية للصبيان (ثانوية المربي شفيق سعد) - غرفة رقم 14,روم كاثوليك,576,230,0,0,230
بعبدا,الشياح حي كرم الزيتون ,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) - غرفة رقم 1,روم ارثوذكس,580,201,2,0,199
بعبدا,الشياح حي كرم الزيتون ,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) - غرفة رقم 2,ماروني,574,291,0,4,291
بعبدا,الشياح حي كرم الزيتون ,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) - غرفة رقم 3,مسيحي,551,245,8,0,237
بعبدا,الشياح حي كرم الزيتون ,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) - غرفة رقم 4,مختلف,568,242,13,2,229
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 1,درزي,554,240,2,3,238
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 10,مختلف,543,175,2,0,173
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 2,درزي,566,231,5,1,226
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 3,مختلف,546,200,6,1,194
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 4,روم ارثوذكس,521,201,2,0,199
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 5,ماروني,565,283,3,1,280
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 6,ماروني,552,284,7,1,277
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 7,درزي,552,209,0,1,209
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 8,درزي,546,172,0,5,172
بعبدا,العباديه ,المدرسة الرسمية - غرفة رقم 9,ماروني,532,175,5,1,170
بعبدا,العربانية ,صالون كنيسة سيدة الانتقال - غرفة رقم 1,ماروني,386,181,4,1,177
بعبدا,العربانية ,صالون كنيسة سيدة الانتقال - غرفة رقم 2,ماروني,417,177,0,1,177
بعبدا,الغبيري بئر حسن ,ثانوية الغبيري الاولى للبنات - غرفة رقم 1,سني,628,150,5,3,145
بعبدا,الغبيري بئر حسن ,ثانوية الغبيري الاولى للبنات - غرفة رقم 2,سني,638,74,1,0,73
بعبدا,الغبيري بئر حسن ,ثانوية الغبيري الاولى للبنات - غرفة رقم 3,سني,663,258,15,5,243
بعبدا,الغبيري بئر حسن ,ثانوية الغبيري الاولى للبنات - غرفة رقم 4,سني,625,92,3,6,89
بعبدا,الغبيري بئر حسن ,ثانوية الغبيري الاولى للبنات - غرفة رقم 5,سني,612,78,4,2,74
بعبدا,الغبيري بئر حسن ,ثانوية الغبيري الاولى للبنات - غرفة رقم 6,سني,657,156,4,2,152
بعبدا,الغبيري بئر حسن ,ثانوية الغبيري الاولى للبنات - غرفة رقم 7,مسلم,627,201,5,7,196
