refArea,Number of cases,Observation URI,references,publisher,disease,dataset,refPeriod
https://dbpedia.org/resource/Beirut,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2017
https://dbpedia.org/resource/Beirut,3,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2017
https://dbpedia.org/resource/Beqaa_Valley,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2017
https://dbpedia.org/resource/Beqaa_Valley,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2017
https://dbpedia.org/resource/Beqaa_Valley,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2017
https://dbpedia.org/resource/Beqaa_Valley,4,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2017
https://dbpedia.org/resource/Beqaa_Valley,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2017
https://dbpedia.org/resource/Beqaa_Valley,2,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-10-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/10-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2017
https://dbpedia.org/resource/Beqaa_Valley,2,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2017
https://dbpedia.org/resource/South_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/South-2017-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2017
https://dbpedia.org/resource/South_Governorate,10,http://linked.aub.edu.lb/CODEC/observation/South-2017-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2017
https://dbpedia.org/resource/South_Governorate,6,http://linked.aub.edu.lb/CODEC/observation/South-2017-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2017
https://dbpedia.org/resource/South_Governorate,4,http://linked.aub.edu.lb/CODEC/observation/South-2017-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2017
https://dbpedia.org/resource/South_Governorate,7,http://linked.aub.edu.lb/CODEC/observation/South-2017-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2017
https://dbpedia.org/resource/South_Governorate,4,http://linked.aub.edu.lb/CODEC/observation/South-2017-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2017
https://dbpedia.org/resource/South_Governorate,5,http://linked.aub.edu.lb/CODEC/observation/South-2017-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2017
https://dbpedia.org/resource/South_Governorate,8,http://linked.aub.edu.lb/CODEC/observation/South-2017-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2017
https://dbpedia.org/resource/South_Governorate,2,http://linked.aub.edu.lb/CODEC/observation/South-2017-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2017
https://dbpedia.org/resource/South_Governorate,4,http://linked.aub.edu.lb/CODEC/observation/South-2017-10-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/10-2017
https://dbpedia.org/resource/South_Governorate,3,http://linked.aub.edu.lb/CODEC/observation/South-2017-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2017
https://dbpedia.org/resource/South_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/South-2017-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2017
https://dbpedia.org/resource/North_Lebanon,1,http://linked.aub.edu.lb/CODEC/observation/North-2017-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2017
https://dbpedia.org/resource/North_Lebanon,1,http://linked.aub.edu.lb/CODEC/observation/North-2017-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2017
https://dbpedia.org/resource/North_Lebanon,1,http://linked.aub.edu.lb/CODEC/observation/North-2017-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2017
https://dbpedia.org/resource/North_Lebanon,1,http://linked.aub.edu.lb/CODEC/observation/North-2017-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2017
https://dbpedia.org/resource/North_Lebanon,1,http://linked.aub.edu.lb/CODEC/observation/North-2017-10-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/10-2017
https://dbpedia.org/resource/North_Lebanon,3,http://linked.aub.edu.lb/CODEC/observation/North-2017-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2017
https://dbpedia.org/resource/Nabatieh_Governorate,3,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2017
https://dbpedia.org/resource/Nabatieh_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2017
https://dbpedia.org/resource/Nabatieh_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2017
https://dbpedia.org/resource/Nabatieh_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2017
https://dbpedia.org/resource/Nabatieh_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2017
https://dbpedia.org/resource/Nabatieh_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2017
https://dbpedia.org/resource/Nabatieh_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2017
https://dbpedia.org/resource/Nabatieh_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2017
https://dbpedia.org/resource/Nabatieh_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2017
https://dbpedia.org/resource/Nabatieh_Governorate,6,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-10-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/10-2017
https://dbpedia.org/resource/Nabatieh_Governorate,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2017
https://dbpedia.org/resource/Nabatieh_Governorate,3,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2017
https://dbpedia.org/resource/Mount_Lebanon,10,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2017
https://dbpedia.org/resource/Mount_Lebanon,19,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2017
https://dbpedia.org/resource/Mount_Lebanon,11,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2017
https://dbpedia.org/resource/Mount_Lebanon,12,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2017
https://dbpedia.org/resource/Mount_Lebanon,11,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2017
https://dbpedia.org/resource/Mount_Lebanon,9,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2017
https://dbpedia.org/resource/Mount_Lebanon,3,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2017
https://dbpedia.org/resource/Mount_Lebanon,8,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2017
https://dbpedia.org/resource/Mount_Lebanon,4,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2017
https://dbpedia.org/resource/Mount_Lebanon,10,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-10-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/10-2017
https://dbpedia.org/resource/Mount_Lebanon,5,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-11-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/11-2017
https://dbpedia.org/resource/Mount_Lebanon,4,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-12-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/12-2017
https://dbpedia.org/resource/Beirut,4,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-01-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/01-2018
https://dbpedia.org/resource/Beirut,2,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-02-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/02-2018
https://dbpedia.org/resource/Beirut,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-03-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/03-2018
https://dbpedia.org/resource/Beirut,3,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-04-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/04-2018
https://dbpedia.org/resource/Beirut,4,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-05-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/05-2018
https://dbpedia.org/resource/Beirut,2,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-06-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/06-2018
https://dbpedia.org/resource/Beirut,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-07-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/07-2018
https://dbpedia.org/resource/Beirut,2,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-08-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/08-2018
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-09-Viral_Hepatitis_B,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Hepatitis,http://linked.aub.edu.lb/CODEC/Dataset/Viral_Hepatitis_B,http://server/unset-base/09-2018
